s_m,x_m,y_m,heading_rad,curvature_1_m,left_width_m,right_width_m,left_x_m,left_y_m,right_x_m,right_y_m,elevation_m,grade
83.5,65.059894332665962,-44.169588671057916,-1.1928571428571428,-0.014285714285714285,6,6,70.636456704037329,-41.955553414291451,59.483331961294596,-46.383623927824381,0,0
84,65.242736017705838,-44.634957186632846,-1.2,-0.014285714285714285,6,6,70.834970533509193,-42.460810659772804,59.650501501902482,-46.809103713492888,0,0
84.5,65.422249005877077,-45.101619831542934,-1.2071428571428571,-0.014285714285714285,6,6,71.029870349237967,-42.967472959960901,59.814627662516187,-47.235766703124966,0,0
85,65.598424138392659,-45.569552796570775,-1.2142857142857142,-0.014285714285714285,6,6,71.221146207397737,-43.475514464848267,59.975702069387573,-47.663591128293284,0,0
85.5,65.771252426763667,-46.038732207687019,-1.2214285714285713,-0.014285714285714285,6,6,71.408788349057701,-43.984909254060192,60.133716504469639,-48.092555161313847,0,0
86,65.940725053257751,-46.509134127268389,-1.2285714285714284,-0.014285714285714285,6,6,71.592787200679837,-44.495631338177105,60.288662905835658,-48.522636916359673,0,0
86.5,66.106833371349097,-46.980734555318982,-1.2357142857142858,-0.014285714285714285,6,6,71.773133374607596,-45.007654660060609,60.440533368090605,-48.953814450577354,0,0
87,66.269568906159563,-47.45350943069478,-1.2428571428571429,-0.014285714285714285,6,6,71.949817669544672,-45.5209530961829,60.589320142774454,-49.386065765206659,0,0
87.5,66.42892335489104,-47.927434632331192,-1.25,-0.014285714285714285,6,6,72.122831071024564,-46.035500457959579,60.735015638757524,-49.819368806702805,0,0
88,66.584888587249068,-48.402485980473834,-1.2571428571428571,-0.014285714285714285,6,6,72.292164751870416,-46.55127049308588,60.87761242262772,-50.253701467861788,0,0
88.5,66.737456645857677,-48.878639237912061,-1.2642857142857142,-0.014285714285714285,6,6,72.457810072645472,-47.068236886875951,61.017103219069874,-50.689041588948172,0,0
89,66.886619746665332,-49.35587011121563,-1.2714285714285714,-0.014285714285714285,6,6,72.619758582093795,-47.586373263605537,61.153480911236876,-51.125366958825722,0,0
89.5,67.032370279342103,-49.834154251974113,-1.2785714285714285,-0.014285714285714285,6,6,72.778002017571424,-48.105653187857605,61.286738541112783,-51.56265531609062,0,0
90,67.174700807667946,-50.313467258039161,-1.2857142857142856,-0.014285714285714285,6,6,72.932532305468058,-48.626050165871092,61.416869309867835,-52.00088435020723,0,0
90.5,67.313604069912088,-50.79378467476959,-1.2928571428571429,-0.014285714285714285,6,6,73.083341561618838,-49.147537646892694,61.543866578205339,-52.440031702646486,0,0
91,67.449072979203507,-51.275081996278885,-1.3,-0.014285714285714285,6,6,73.230422091706671,-49.670089024531364,61.667723866700349,-52.880074968026406,0,0
91.5,67.581100623892567,-51.757334666685686,-1.3071428571428572,-0.014285714285714285,6,6,73.373766391654783,-50.193677638115886,61.788434856130344,-53.320991695255486,0,0
92,67.709680267903579,-52.240518081366531,-1.3142857142857143,-0.014285714285714285,6,6,73.513367148009607,-50.718276774055091,61.905993387797558,-53.762759388677971,0,0
92.5,67.834805351078515,-52.724607588211192,-1.3214285714285714,-0.014285714285714285,6,6,73.64921723831381,-51.243859667200724,62.020393463843213,-54.205355509221661,0,0
93,67.95646948951169,-53.209578488880446,-1.3285714285714285,-0.014285714285714285,6,6,73.781309731469833,-51.770399502213053,62.131629247553548,-54.648757475547839,0,0
93.5,68.074666475875517,-53.695406040066203,-1.3357142857142856,-0.014285714285714285,6,6,73.909637888093414,-52.297869414929018,62.239695063657614,-55.092942665203388,0,0
94,68.18939027973714,-54.182065454753875,-1.3428571428571427,-0.014285714285714285,6,6,74.034195160857465,-52.826242493732778,62.344585398616815,-55.537888415774972,0,0
94.5,68.300635047866137,-54.669531903487083,-1.3499999999999999,-0.014285714285714285,6,6,74.154975194826093,-53.35549178092883,62.446294900906182,-55.983572026045337,0,0
95,68.40839510453317,-55.157780515634386,-1.3571428571428572,-0.014285714285714285,6,6,74.27197182777887,-53.885590274117334,62.54481838128747,-56.429970757151438,0,0
95.5,68.51266495179955,-55.646786380658192,-1.3642857142857143,-0.014285714285714285,6,6,74.385179090525227,-54.41651092757175,62.640150813073873,-56.877061833744634,0,0
96,68.613439269797695,-56.136524549385776,-1.3714285714285714,-0.014285714285714285,6,6,74.494591207208927,-54.948226653618839,62.732287332386463,-57.324822445152712,0,0
96.5,68.710712917002667,-56.626970035282092,-1.3785714285714286,-0.014285714285714285,6,6,74.600202595602894,-55.480710324020556,62.821223238402439,-57.773229746543628,0,0
97,68.804480930494364,-57.118097815724681,-1.3857142857142857,-0.014285714285714285,6,6,74.702007867393874,-56.013934771358223,62.906953993594847,-58.22226086009114,0,0
97.5,68.894738526210816,-57.609882833280231,-1.3928571428571428,-0.014285714285714285,6,6,74.800001828457454,-56.547872790418538,62.989475223964178,-58.671892876141925,0,0
98,68.981481099192209,-58.102299996983128,-1.3999999999999999,-0.014285714285714285,6,6,74.894179479122968,-57.082497139581683,63.068782719261449,-59.122102854384572,0,0
98.5,69.064704223815909,-58.595324183615489,-1.407142857142857,-0.014285714285714285,6,6,74.984536014428699,-57.617780542211101,63.144872433203119,-59.572867825019877,0,0
99,69.144403654022156,-59.088930238989043,-1.4142857142857141,-0.014285714285714285,6,6,75.071066824366909,-58.153695688045246,63.217740483677403,-60.02416478993284,0,0
99.5,69.220575323530795,-59.583092979228454,-1.4214285714285715,-0.014285714285714285,6,6,75.153767494119151,-58.690215234590895,63.287383152942439,-60.475970723866013,0,0
100,69.293215346048683,-60.077787192056171,-1.4285714285714286,-0.014285714285714285,6,6,75.23263380428142,-59.227311808518131,63.353796887815939,-60.928262575594211,0,0
100.5,69.362320015467958,-60.572987638078871,-1.4357142857142857,-0.014285714285714285,6,6,75.307661731079492,-59.764958007057061,63.416978299856417,-61.381017269100681,0,0
101,69.427885806055187,-61.068669052075116,-1.4428571428571428,-0.014285714285714285,6,6,75.378847446574198,-60.303126399395836,63.476924165536168,-61.834211704754395,0,0
101.5,69.489909372631189,-61.56480614428434,-1.45,-0.014285714285714285,6,6,75.446187318856715,-60.841789528080142,63.533631426405655,-62.287822760488538,0,0
102,69.548387550741751,-62.061373601697234,-1.4571428571428571,-0.014285714285714285,6,6,75.509677912233897,-61.380919910414143,63.587097189249597,-62.741827292980325,0,0
102.5,69.603317356819034,-62.558346089347154,-1.4642857142857142,-0.014285714285714285,6,6,75.569315987403527,-61.920490039862621,63.637318726234547,-63.196202138831687,0,0
103,69.654695988333813,-63.055698251602735,-1.4714285714285713,-0.014285714285714285,6,6,75.625098501619576,-62.460472387454395,63.684293475048058,-63.650924115751074,0,0
103.5,69.702520823938499,-63.553404713461553,-1.4785714285714284,-0.014285714285714285,6,6,75.677022608847508,-63.000839403186831,63.728019039029483,-64.105970023736276,0,0
104,69.746789423600831,-64.051440081844746,-1.4857142857142858,-0.014285714285714285,6,6,75.725085659909467,-63.541563517431435,63.768493187292187,-64.561316646258049,0,0
104.5,69.787499528728389,-64.549778946892559,-1.4928571428571429,-0.014285714285714285,6,6,75.7692852026194,-64.082617142340496,63.805713854837386,-65.016940751444622,0,0
105,69.824649062283811,-65.048395883260795,-1.5,-0.014285714285714285,6,6,75.809618981908145,-64.623972673254585,63.839679142659485,-65.472819093267006,0,0
105.5,69.858236128890809,-65.547265451418014,-1.5071428571428571,-0.014285714285714285,6,6,75.846084939938592,-65.165602490110984,63.870387317843026,-65.928928412725043,0,0
106,69.88825901493081,-66.046362198943456,-1.5142857142857142,-0.014285714285714285,6,6,75.878681216210595,-65.707478958852889,63.897836813651026,-66.385245439034023,0,0
106.5,69.914716188630422,-66.545660661825579,-1.5214285714285714,-0.014285714285714285,6,6,75.907406147655891,-66.249574432839196,63.92202622960496,-66.841746890811962,0,0
107,69.937606300139592,-67.045135365761368,-1.5285714285714285,-0.014285714285714285,6,6,75.93225826872299,-66.791861254255195,63.942954331556201,-67.298409477267541,0,0
107.5,69.95692818160046,-67.544760827455875,-1.5357142857142856,-0.014285714285714285,6,6,75.953236311451931,-67.334311755523515,63.96062005174899,-67.755209899388234,0,0
108,69.972680847206931,-68.044511555922497,-1.5428571428571427,-0.014285714285714285,6,6,75.970339205538949,-67.876898260715848,63.975022488874906,-68.212124851129147,0,0
108.5,69.984863493254991,-68.54436205378353,-1.55,-0.014285714285714285,6,6,75.983566078391135,-68.41959308696498,63.986160908118848,-68.66913102060208,0,0
109,69.993475498183699,-69.044286818570939,-1.5571428571428572,-0.014285714285714285,6,6,75.992916255170869,-68.962368545877013,63.994034741196522,-69.126205091264865,0,0
109.5,69.998516422606954,-69.544260344027634,-1.5642857142857143,-0.014285714285714285,6,6,75.9983892588304,-69.505196944944288,63.998643586383501,-69.583323743110981,0,0
110,69.999986009335771,-70.04425712140872,-1.5714285714285714,-0.014285714285714285,6,6,75.999984810135985,-70.048050588958034,63.999987208535565,-70.040463653859405,0,0
110.5,69.997884183391605,-70.544251640783031,-1.5785714285714285,-0.014285714285714285,6,6,75.997702827682318,-70.590901781421579,63.998065539100892,-70.497601500144484,0,0
111,69.992211052009992,-71.044218392334528,-1.5857142857142856,-0.014285714285714285,6,6,75.991543427896559,-71.133722825963204,63.992878676123418,-70.954713958705852,0,0
111.5,69.982966904635191,-71.544131867663964,-1.5928571428571427,-0.014285714285714285,6,6,75.981506925032491,-71.676486027749448,63.984426884237891,-71.41177770757848,0,0
112,69.970152212905361,-72.043966561090201,-1.5999999999999999,-0.014285714285714285,6,6,75.967593831154389,-72.219163694897929,63.972710594656327,-71.868769427282473,0,0
112.5,69.953767630628533,-72.543696970951601,-1.607142857142857,-0.014285714285714285,6,6,75.949804856110973,-72.761728139890309,63.957730405146087,-72.325665802012892,0,0
113,69.933813993749212,-73.04329760090711,-1.6142857142857143,-0.014285714285714285,6,6,75.928140907499142,-73.304151680984859,63.939487079999282,-72.782443520829361,0,0
113.5,69.910292320305786,-73.54274296123701,-1.6214285714285714,-0.014285714285714285,6,6,75.902603090617717,-73.846406643628754,63.917981549993861,-73.239079278845267,0,0
114,69.883203810378518,-74.042007570143511,-1.6285714285714286,-0.014285714285714285,6,6,75.873192708410969,-74.388465361870104,63.893214912346075,-73.695549778416918,0,0
114.5,69.852549846028381,-74.541065955050769,-1.6357142857142857,-0.014285714285714285,6,6,75.839911261402236,-74.930300179769404,63.86518843065452,-74.151831730332134,0,0
115,69.818331991226472,-75.039892653904602,-1.6428571428571428,-0.014285714285714285,6,6,75.802760447617317,-75.471883452810715,63.833903534835635,-74.607901854998488,0,0
115.5,69.780551991774331,-75.538462216471373,-1.6499999999999999,-0.014285714285714285,6,6,75.761742162497839,-76.01318754931178,63.799361821050816,-75.063736883630966,0,0
116,69.739211775214699,-76.036749205636681,-1.657142857142857,-0.014285714285714285,6,6,75.716858498804527,-76.554184851834108,63.761565051624871,-75.519313559439254,0,0
116.5,69.694313450733375,-76.534728198703064,-1.6642857142857141,-0.014285714285714285,6,6,75.668111746510519,-77.094847758591897,63.720515154956232,-75.974608638814232,0,0
117,69.645859309051446,-77.032373788687067,-1.6714285714285715,-0.014285714285714285,6,6,75.615504392684429,-77.635148684860241,63.676214225418462,-76.429598892513894,0,0
117.5,69.59385182230848,-77.529660585615474,-1.6785714285714286,-0.014285714285714285,6,6,75.559039121363497,-78.175060064382521,63.62866452325347,-76.884261106848427,0,0
118,69.538293643936399,-78.026563217820836,-1.6857142857142857,-0.014285714285714285,6,6,75.498718813416659,-78.714554350776908,63.577868474456139,-77.338572084864765,0,0
118.5,69.4791876085241,-78.523056333235814,-1.6928571428571428,-0.014285714285714285,6,6,75.434546546397598,-79.253604018941743,63.523828670650609,-77.792508647529885,0,0
119,69.416536731672807,-79.019114600686734,-1.7,-0.014285714285714285,6,6,75.366525594387625,-79.792181566459888,63.466547868957996,-78.24604763491358,0,0
119.5,69.350344209842234,-79.514712711185894,-1.7071428571428571,-0.014285714285714285,6,6,75.294659427828705,-80.330259515001828,63.406028991855756,-78.699165907369959,0,0
120,69.280613420187507,-80.009825379222946,-1.7142857142857142,-0.014285714285714285,6,6,75.218951713346442,-80.867810411727774,63.342275127028579,-79.151840346718117,0,0
120.5,69.207347920386837,-80.504427344054861,-1.7214285714285713,-0.014285714285714285,6,6,75.139406313562858,-81.404806830688131,63.275289527210823,-79.604047857421591,0,0
121,69.130551448460054,-80.998493370994822,-1.7285714285714284,-0.014285714285714285,6,6,75.056027286899493,-81.941221374222948,63.205075610020621,-80.055765367766696,0,0
121.5,69.050227922577847,-81.491998252699659,-1.7357142857142858,-0.014285714285714285,6,6,74.968818887370233,-82.477026674359635,63.13163695778546,-80.506969831039683,0,0
122,68.966381440861838,-81.984916810455871,-1.7428571428571429,-0.014285714285714285,6,6,74.877785564364288,-83.012195394209229,63.054977317359395,-80.957638226702514,0,0
122.5,68.879016281175581,-82.477223895464448,-1.75,-0.014285714285714285,6,6,74.782931962419198,-83.546700229361406,62.975100599931956,-81.40774756156749,0,0
123,68.788136900906238,-82.968894390123722,-1.7571428571428571,-0.014285714285714285,6,6,74.684262920983912,-84.080513909277187,62.892010880828558,-81.857274870970258,0,0
123.5,68.69374793673714,-83.459903209311051,-1.7642857142857142,-0.014285714285714285,6,6,74.581783474171758,-84.613609198680564,62.805712399302529,-82.306197219941538,0,0
124,68.595854204411324,-83.950225301662542,-1.7714285714285714,-0.014285714285714285,6,6,74.475498850503726,-85.145958898947896,62.716209558318923,-82.754491704377187,0,0
124.5,68.49446069848571,-84.439835650851307,-1.7785714285714285,-0.014285714285714285,6,6,74.365414472641632,-85.677535849495712,62.623506924329796,-83.202135452206903,0,0
125,68.389572592076377,-84.928709276863685,-1.7857142857142856,-0.014285714285714285,6,6,74.2515359571115,-86.208312929166283,62.52760922704126,-83.649105624561088,0,0
125.5,68.281195236594556,-85.416821237273808,-1.7928571428571427,-0.014285714285714285,6,6,74.133869114016946,-86.738263057611562,62.428521359172166,-84.095379416936055,0,0
126,68.169334161473657,-85.904146628516102,-1.8,-0.014285714285714285,6,6,74.012419946742824,-87.267359196674619,62.326248376204489,-84.540934060357586,0,0
126.5,68.053995073887137,-86.390660587155878,-1.8071428571428572,-0.014285714285714285,6,6,73.887194651648898,-87.795574351769233,62.220795496125383,-84.985746822542524,0,0
127,67.935183858457293,-86.87633829115795,-1.8142857142857143,-0.014285714285714285,6,6,73.758199617753633,-88.322881573257206,62.112168099160954,-85.429795009058694,0,0
127.5,67.812906576955058,-87.361154961152963,-1.8214285714285714,-0.014285714285714285,6,6,73.625441426408344,-88.849253957823223,62.000371727501765,-85.873055964482703,0,0
128,67.687169467990714,-87.845085861701719,-1.8285714285714285,-0.014285714285714285,6,6,73.488926850961349,-89.374664649847574,61.885412085020079,-86.315507073555864,0,0
128.5,67.557978946695613,-88.328106302557103,-1.8357142857142856,-0.014285714285714285,6,6,73.348662856412375,-89.899086842776285,61.767295036978844,-86.757125762337921,0,0
129,67.425341604394845,-88.810191639923858,-1.8428571428571427,-0.014285714285714285,6,6,73.204656599057259,-90.422493780488765,61.646026609732431,-87.197889499358951,0,0
129.5,67.289264208271007,-89.291317277715891,-1.8499999999999999,-0.014285714285714285,6,6,73.056915426122814,-90.94485875866296,61.521612990419207,-87.637775796768821,0,0
130,67.149753701018838,-89.771458668811135,-1.857142857142857,-0.014285714285714285,6,6,72.905446875391888,-91.466155126137807,61.394060526645795,-88.076762211484464,0,0
130.5,67.006817200491113,-90.250591316304039,-1.8642857142857143,-0.014285714285714285,6,6,72.750258674818923,-91.986356286272951,61.263375726163304,-88.514826346335127,0,0
131,66.860461999335442,-90.728690774755208,-1.8714285714285714,-0.014285714285714285,6,6,72.591358742135625,-92.505435698305661,61.129565256535258,-88.951945851204755,0,0
131.5,66.710695564622156,-91.205732651438908,-1.8785714285714286,-0.014285714285714285,6,6,72.428755184446914,-93.023366878705104,60.992635944797399,-89.388098424172711,0,0
132,66.557525537463391,-91.681692607587337,-1.8857142857142857,-0.014285714285714285,6,6,72.262456297817394,-93.540123402523392,60.852594777109388,-89.823261812651282,0,0
132.5,66.400959732623249,-92.156546359632529,-1.8928571428571428,-0.014285714285714285,6,6,72.092470566848093,-94.055678904743885,60.709448898398399,-90.257413814521172,0,0
133,66.241006138119019,-92.630269680445238,-1.8999999999999999,-0.014285714285714285,6,6,71.918806664243505,-94.570007081626258,60.563205611994533,-90.690532279264218,0,0
133.5,66.077672914813689,-93.102838400571031,-1.907142857142857,-0.014285714285714285,6,6,71.741473450369142,-95.083081692048552,60.41387237925823,-91.12259510909351,0,0
134,65.910968395999532,-93.57422840946343,-1.9142857142857141,-0.014285714285714285,6,6,71.560479972799499,-95.594876558846011,60.261456819199573,-91.553580260080849,0,0
134.5,65.740901086972983,-94.044415656714037,-1.9214285714285713,-0.014285714285714285,6,6,71.375835465856383,-96.105365570146674,60.105966708089582,-91.9834657432814,0,0
135,65.567479664600683,-94.513376153279594,-1.9285714285714286,-0.014285714285714285,6,6,71.187549350137886,-96.614522680703558,59.94740997906348,-92.41222962585563,0,0
135.5,65.390712976876756,-94.981085972705856,-1.9357142857142857,-0.014285714285714285,6,6,70.995631232037624,-97.122321913223502,59.785794721715888,-92.83985003218821,0,0
136,65.21061004247143,-95.447521252348423,-1.9428571428571428,-0.014285714285714285,6,6,70.800090903254699,-97.628737359692579,59.621129181688161,-93.266305145004267,0,0
136.5,65.027180050270857,-95.91265819459008,-1.95,-0.014285714285714285,6,6,70.600938340294078,-98.133743182697799,59.453421760247643,-93.69157320648236,0,0
137,64.840432358908302,-96.37647306805512,-1.9571428571428571,-0.014285714285714285,6,6,70.398183703957585,-98.637313616745558,59.282681013859019,-94.115632519364681,0,0
137.5,64.650376496286711,-96.838942208820001,-1.9642857142857142,-0.014285714285714285,6,6,70.191837338825565,-99.139422969576003,59.10891565374785,-94.538461448063998,0,0
138,64.457022159092531,-97.300042021620683,-1.9714285714285713,-0.014285714285714285,6,6,69.98190977272904,-99.640045623473881,58.93213454545603,-94.960038419767486,0,0
138.5,64.260379212301018,-97.759748981056575,-1.9785714285714284,-0.014285714285714285,6,6,69.76841171621254,-100.13915603657571,58.752346708389503,-95.380341925537437,0,0
139,64.060457688672926,-98.218039632790678,-1.9857142857142855,-0.014285714285714285,6,6,69.551354061987752,-100.63672874417273,58.569561315358101,-95.799350521408627,0,0
139.5,63.857267788242638,-98.674890594746302,-1.9928571428571429,-0.014285714285714285,6,6,69.330747884377715,-101.13273836001026,58.383787692107553,-96.217042829482338,0,0
140,63.650819877797723,-99.130278558299963,-2,-0.014285714285714285,6,6,69.106604438751816,-101.62715957758282,58.195035316843629,-96.63339753901711,0,0
140.5,63.441124490350049,-99.584180289470723,-2.0071428571428571,-0.014285714285714285,6,6,68.878935160951485,-102.11996717142536,58.00331381974862,-97.048393407516087,0,0
141,63.228192324598389,-100.03657263010541,-2.0142857142857142,-0.014285714285714285,6,6,68.647751666706824,-102.61113599840016,57.808632982489954,-97.462009261810664,0,0
141.5,63.012034244382555,-100.48743249906035,-2.0214285714285714,-0.014285714285714285,6,6,68.413065751043916,-103.1006409989798,57.611002737721194,-97.874223999140895,0,0
142,62.792661278129145,-100.93673689337874,-2.0285714285714285,-0.014285714285714285,6,6,68.174889387683066,-103.58845719852549,57.410433168575217,-98.285016588231983,0,0
142.5,62.570084618288853,-101.38446288946449,-2.0357142857142856,-0.014285714285714285,6,6,67.933234728427891,-104.07455970856144,57.206934508149807,-98.694366070367536,0,0
143,62.344315620765421,-101.83058764425162,-2.0428571428571427,-0.014285714285714285,6,6,67.688114102545313,-104.55892372804462,57.000517138985529,-99.102251560458626,0,0
143.5,62.115365804336285,-102.2750883963699,-2.0499999999999998,-0.014285714285714285,6,6,67.439540016136533,-105.04152454463018,56.79119159253603,-99.508652248109613,0,0
144,61.883246850064864,-102.71794246730589,-2.0571428571428569,-0.014285714285714285,6,6,67.187525151499003,-105.52233753593211,56.578968548630733,-99.913547398679668,0,0
144.5,61.647970600704589,-103.15912726256019,-2.0642857142857141,-0.014285714285714285,6,6,66.932082366479264,-106.00133817077963,56.363858834929907,-100.31691635434075,0,0
145,61.409549060094697,-103.59862027280023,-2.0714285714285712,-0.014285714285714285,6,6,66.673224693817104,-106.47850201046883,56.145873426372297,-100.71873853513164,0,0
145.5,61.16799439254779,-104.03639907500855,-2.0785714285714283,-0.014285714285714285,6,6,66.410965340480459,-106.95380471000928,55.925023444615121,-101.11899344000781,0,0
146,60.923318922229186,-104.47244133362693,-2.0857142857142859,-0.014285714285714285,6,6,66.145317686991689,-107.42722201936638,55.701320157466682,-101.51766064788748,0,0
146.5,60.675535132528204,-104.90672480169596,-2.092857142857143,-0.014285714285714285,6,6,65.876295286744906,-107.89872978469847,55.474774978311501,-101.91471981869344,0,0
147,60.424655665421163,-105.33922732199004,-2.1000000000000001,-0.014285714285714285,6,6,65.603911865314402,-108.36830394958918,55.245399465527917,-102.3101506943909,0,0
147.5,60.170693320826452,-105.76992682814785,-2.1071428571428572,-0.014285714285714285,6,6,65.328181319754435,-108.8359205562748,55.013205321898468,-102.70393310002089,0,0
148,59.913661055951458,-106.19880134579826,-2.1142857142857143,-0.014285714285714285,6,6,65.049117717890155,-109.30155574686668,54.778204394012761,-103.09604694472984,0,0
148.5,59.653571984631498,-106.62582899368134,-2.1214285714285714,-0.014285714285714285,6,6,64.766735297599908,-109.76518576456832,54.540408671663087,-103.48647222279436,0,0
149,59.390439376660723,-107.05098798476483,-2.1285714285714286,-0.014285714285714285,6,6,64.481048466088779,-110.22678695488753,54.299830287232659,-103.87518901464213,0,0
149.5,59.124276657115118,-107.47425662735571,-2.1357142857142857,-0.014285714285714285,6,6,64.192071799153553,-110.68633576684334,54.056481515076676,-104.26217748786809,0,0
150,58.855097405667529,-107.89561332620688,-2.1428571428571428,-0.014285714285714285,6,6,63.899820040439032,-111.14380875416748,53.810374770896026,-104.64741789824629,0,0
150.5,58.582915355894848,-108.31503658361898,-2.1499999999999999,-0.014285714285714285,6,6,63.604308100685834,-111.5991825765006,53.561522611103861,-105.03089059073736,0,0
151,58.307744394577298,-108.7325050005372,-2.157142857142857,-0.014285714285714285,6,6,63.305551056969641,-112.05243400058325,53.309937732184956,-105.41257600049116,0,0
151.5,58.029598560989967,-109.1479972776431,-2.1642857142857141,-0.014285714285714285,6,6,63.003564151931961,-112.50353990144107,53.055632970047974,-105.79245465384513,0,0
152,57.748492046186463,-109.56149221644122,-2.1714285714285713,-0.014285714285714285,6,6,62.698362793002445,-112.95247726356476,52.798621299370481,-106.17050716931769,0,0
152.5,57.464439192274931,-109.97296872034073,-2.1785714285714284,-0.014285714285714285,6,6,62.389962551612783,-113.39922318208423,52.538915832937079,-106.54671425859723,0,0
153,57.177454491686305,-110.38240579573167,-2.1857142857142855,-0.014285714285714285,6,6,62.078379162402271,-113.84375486393725,52.276529820970339,-106.92105672752609,0,0
153.5,56.887552586434886,-110.78978255305617,-2.1928571428571426,-0.014285714285714285,6,6,61.763628522415019,-114.28604962903242,52.011476650454753,-107.29351547707992,0,0
154,56.594748267371322,-111.19507820787418,-2.1999999999999997,-0.014285714285714285,6,6,61.445726690288865,-114.72608491140625,51.74376984445378,-107.6640715043421,0,0
154.5,56.299056473427953,-111.59827208192391,-2.2071428571428573,-0.014285714285714285,6,6,61.124689885436062,-115.16383826037453,51.473423061419844,-108.03270590347329,0,0
155,56.000492290856691,-111.99934360417672,-2.2142857142857144,-0.014285714285714285,6,6,60.800534487215835,-115.59928734167758,51.200450094497548,-108.39939986667585,0,0
155.5,55.699070952459216,-112.39827231188688,-2.2214285714285715,-0.014285714285714285,6,6,60.473277034098579,-116.03240993862005,50.924864870819853,-108.76413468515372,0,0
156,55.394807836809839,-112.79503785163546,-2.2285714285714286,-0.014285714285714285,6,6,60.142934222822113,-116.46318395320421,50.646681450797566,-109.1268917500667,0,0
156.5,55.087718467470921,-113.1896199803687,-2.2357142857142858,-0.014285714285714285,6,6,59.809522907539858,-116.89158740725745,50.365914027401985,-109.48765255347996,0,0
157,54.77781851220081,-113.58199856643095,-2.2428571428571429,-0.014285714285714285,6,6,59.473060098960879,-117.31759844355361,50.08257692544074,-109.8463986893083,0,0
157.5,54.465123782154485,-113.97215359059173,-2.25,-0.014285714285714285,6,6,59.133562963482014,-117.74119532692816,49.796684600826957,-110.2031118542553,0,0
158,54.14965023107689,-114.36006514706709,-2.2571428571428571,-0.014285714285714285,6,6,58.79104882231205,-118.16235644538713,49.508251639841731,-110.55777384874705,0,0
158.5,53.831413954488902,-114.74571344453518,-2.2642857142857142,-0.014285714285714285,6,6,58.445535150587951,-118.58106031120963,49.217292758389853,-110.91036657786074,0,0
159,53.510431188866235,-115.1290788071462,-2.2714285714285714,-0.014285714285714285,6,6,58.09703957648334,-118.99728556204444,48.923822801249131,-111.26087205224796,0,0
159.5,53.186718310810974,-115.51014167552597,-2.2785714285714285,-0.014285714285714285,6,6,57.745579880309059,-119.41101096199962,48.62785674131289,-111.60927238905232,0,0
160,52.860291836216071,-115.88888260777406,-2.2857142857142856,-0.014285714285714285,6,6,57.391173993606017,-119.82221540272613,48.329409678826124,-111.955549812822,0,0
160.5,52.531168419422656,-116.26528228045575,-2.2928571428571427,-0.014285714285714285,6,6,57.033839998230313,-120.23087790449482,48.028496840614999,-112.29968665641668,0,0
161,52.199364852370429,-116.63932148958769,-2.2999999999999998,-0.014285714285714285,6,6,56.673596125430748,-120.63697761726664,47.725133579310111,-112.64166536190874,0,0
161.5,51.86489806374081,-117.01098115161793,-2.3071428571428569,-0.014285714285714285,6,6,56.310460754918594,-121.0404938217566,47.419335372563026,-112.98146848147925,0,0
162,51.527785118093334,-117.38024230439942,-2.3142857142857141,-0.014285714285714285,6,6,55.944452413929902,-121.44140593049079,47.111117822256766,-113.31907867830805,0,0
162.5,51.188043214994948,-117.74708610815753,-2.3214285714285712,-0.014285714285714285,6,6,55.575589776280232,-121.83969348885675,46.800496653709665,-113.65447872745831,0,0
163,50.845689688142528,-118.11149384645125,-2.3285714285714283,-0.014285714285714285,6,6,55.203891661411888,-122.23533617614707,46.487487714873168,-113.98765151675543,0,0
163.5,50.500742004478461,-118.47344692712811,-2.3357142857142859,-0.014285714285714285,6,6,54.829377033433758,-122.62831380659622,46.172106975523164,-114.31858004765999,0,0
164,50.15321776329958,-118.83292688327265,-2.342857142857143,-0.014285714285714285,6,6,54.45206500015383,-123.01860633041031,45.854370526445329,-114.64724743613499,0,0
164.5,49.803134695359105,-119.18991537414878,-2.3500000000000001,-0.014285714285714285,6,6,54.071974812104173,-123.4061938347901,45.534294578614038,-114.97363691350746,0,0
165,49.450510661962113,-119.54439418613545,-2.3571428571428572,-0.014285714285714285,6,6,53.689125861558864,-123.79105654494705,45.211895462365362,-115.29773182732384,0,0
165.5,49.095363654054232,-119.89634523365585,-2.3642857142857143,-0.014285714285714285,6,6,53.303537681544597,-124.17317482511207,44.887189626563867,-115.61951564219963,0,0
166,48.737711791303717,-120.24575056010026,-2.3714285714285714,-0.014285714285714285,6,6,52.915229944844036,-124.55252917953743,44.560193637763398,-115.93897194066309,0,0
166.5,48.377573321177003,-120.59259233874207,-2.3785714285714286,-0.014285714285714285,6,6,52.524222462992178,-124.92910025349138,44.230924179361828,-116.25608442399275,0,0
167,48.014966618007705,-120.93685287364745,-2.3857142857142857,-0.014285714285714285,6,6,52.130535185265508,-125.3028688342458,43.899398050749902,-116.57083691304911,0,0
167.5,47.649910182059173,-121.27851460057803,-2.3928571428571428,-0.014285714285714285,6,6,51.734188197664245,-125.67381585205615,43.565632166454101,-116.88321334909992,0,0
168,47.282422638580577,-121.61756008788717,-2.3999999999999999,-0.014285714285714285,6,6,51.335201721887486,-126.04192238113464,43.229643555273668,-117.1931977946397,0,0
